DEL	INS	MNV	SNV	barcode	med_tdepth	med_ndepth	med_VAF	purity_medVAF	cancer	sample15	cna_barcode	cna_nb_seg	cna_cancer	purity_cn_loss	nb_arm_loss	nb_arm_gain	nb_arm_CNA	min_arm_log2R	max_arm_log2R	purity_cna_vaf	purity_ascat	ploidy_ascat	purity_infinium	purity_absolute_infinium	purity_absolute_SKCM	ploidy_absolute_SKCM	doublings_absolute_SKCM	purity_methyl_SKCM	cg05630725_SOX5_beta	cg14112754_GP5_beta
56	18	0	354	TCGA-EQ-A4SO-01A-11D-A25D-08	57.5	53	0.3918547	0.7837094	STAD	TCGA-EQ-A4SO-01	TCGA-EQ-A4SO-01A-11D-A253-01	315	STAD	0.7602064	7	3	10	-0.6899	-0.6899	0.7719579	0.73	1.91615119473427	0.7	NA	NA	NA	NA	NA	NA	NA
16	11	0	254	TCGA-EQ-8122-01A-11D-2340-08	66	98	0.2777778	0.5555556	STAD	TCGA-EQ-8122-01	TCGA-EQ-8122-01A-11D-2338-01	343	STAD	0.4301791	16	12	28	-0.3494	-0.3494	0.4928673	0.37	4.72541075324707	0.61	NA	NA	NA	NA	NA	NA	NA
5	1	1	160	TCGA-EQ-5647-01A-01D-1600-08	89	95	0.2966102	0.5932203	STAD	TCGA-EQ-5647-01	TCGA-EQ-5647-01A-01D-1599-01	414	STAD	0.8869642	13	12	25	-0.8455	-0.8455	0.7400923	0.53	3.59712168691626	0.54	NA	NA	NA	NA	NA	NA	NA
15	5	2	108	TCGA-EP-A3RK-01A-11D-A22F-10	57.5	57	0.2359903	0.4719805	LIHC	TCGA-EP-A3RK-01	TCGA-EP-A3RK-01A-11D-A22E-01	69	LIHC	0.4170672	6	2	8	-0.3374	-0.3374	0.4445239	0.45	1.91782713795212	0.56	NA	NA	NA	NA	NA	NA	NA
12	7	3	190	TCGA-EP-A3JL-01A-11D-A20W-10	62	95.5	0.2771868	0.5543735	LIHC	TCGA-EP-A3JL-01	TCGA-EP-A3JL-01A-11D-A20V-01	94	LIHC	0.317041	2	7	9	-0.249	-0.249	0.4357073	0.34	5.17881669968019	0.69	NA	NA	NA	NA	NA	NA	NA
6	3	2	144	TCGA-EP-A2KC-01A-11D-A20W-10	33	94	0.3809524	0.7619048	LIHC	TCGA-EP-A2KC-01	TCGA-EP-A2KC-01A-11D-A20V-01	123	LIHC	0.720305	9	7	16	-0.6442	-0.6442	0.7411049	0.89	2.30201129845617	0.77	NA	NA	NA	NA	NA	NA	NA
10	9	4	199	TCGA-EP-A2KB-01A-11D-A183-10	83	78.5	0.4486519	0.8973037	LIHC	TCGA-EP-A2KB-01	TCGA-EP-A2KB-01A-11D-A182-01	84	LIHC	0.6227409	10	15	25	-0.5382	-0.5382	0.7600223	0.78	1.83928048836697	0.83	NA	NA	NA	NA	NA	NA	NA
16	18	2	236	TCGA-EP-A2KA-01A-11D-A183-10	81	100.5	0.306287	0.6125741	LIHC	TCGA-EP-A2KA-01	TCGA-EP-A2KA-01A-11D-A182-01	1400	LIHC	0.5996378	2	4	6	-0.5142	-0.5142	0.6061059	0.6	2.33932963381918	0.64	NA	NA	NA	NA	NA	NA	NA
18	3	3	221	TCGA-EP-A26S-01A-11D-A16V-10	45	45	0.4202899	0.8405797	LIHC	TCGA-EP-A26S-01	TCGA-EP-A26S-01A-11D-A16U-01	103	LIHC	0.9485356	1	2	3	-0.9276	-0.9276	0.8945577	0.84	2.00455636650179	0.87	NA	NA	NA	NA	NA	NA	NA
20	6	1	139	TCGA-EP-A12J-01A-11D-A12Z-10	75	32.5	0.422963	0.8459259	LIHC	TCGA-EP-A12J-01	TCGA-EP-A12J-01A-11D-A12Y-01	119	LIHC	0.8601057	2	2	4	-0.8111	-0.8111	0.8530158	0.8	2.02287790215002	0.81	NA	NA	NA	NA	NA	NA	NA
13	10	0	160	TCGA-EO-A3L0-01A-11D-A228-09	42	41	0.2727273	0.5454545	UCEC	TCGA-EO-A3L0-01	TCGA-EO-A3L0-01A-11D-A227-01	110	UCEC	0.01105966	0	4	4	-0.008	-0.008	0.5454545	0.53	2.15575387735405	0.56	NA	NA	NA	NA	NA	NA	NA
2653	1069	4	8216	TCGA-EO-A3KX-01A-11D-A228-09	51	28	0.3846154	0.7692308	UCEC	TCGA-EO-A3KX-01	TCGA-EO-A3KX-01A-11D-A227-01	111	UCEC	0.02000059	0	0	0	-0.0145	-0.0145	0.7692308	1	2.00006996979637	0.88	NA	NA	NA	NA	NA	NA	NA
9	15	1	116	TCGA-EO-A3KW-01A-11D-A228-09	32	40	0.3333333	0.6666667	UCEC	TCGA-EO-A3KW-01	TCGA-EO-A3KW-01A-11D-A227-01	720	UCEC	0.7625245	15	5	20	-0.6926	-0.6926	0.7145956	0.65	3.83899672197057	0.78	NA	NA	NA	NA	NA	NA	NA
7	10	0	149	TCGA-EO-A3KU-01A-11D-A228-09	52	41	0.3310502	0.6621005	UCEC	TCGA-EO-A3KU-01	TCGA-EO-A3KU-01A-11D-A227-01	462	UCEC	0.7326632	14	10	24	-0.6582	-0.6582	0.6973818	0.68	3.94774366842757	0.77	NA	NA	NA	NA	NA	NA	NA
5	1	0	88	TCGA-EO-A3B1-01A-12D-A19Y-09	43	47.5	0.2578348	0.5156695	UCEC	TCGA-EO-A3B1-01	TCGA-EO-A3B1-01A-12D-A19X-01	560	UCEC	0.7796458	8	17	25	-0.7127	-0.7127	0.6476576	0.48	3.3623896795661	0.62	NA	NA	NA	NA	NA	NA	NA
47	183	25	39656	TCGA-EO-A3B0-01A-12D-A19Y-09	36	34	0.3829787	0.7659574	UCEC	TCGA-EO-A3B0-01	TCGA-EO-A3B0-01A-12D-A19X-01	274	UCEC	0.05873106	0	2	2	-0.043	-0.043	0.7659574	0.74	2.05340694600164	0.73	NA	NA	NA	NA	NA	NA	NA
1267	117	1	1590	TCGA-EO-A3AZ-01A-12D-A19Y-09	43	40	0.25	0.5	UCEC	TCGA-EO-A3AZ-01	TCGA-EO-A3AZ-01A-12D-A19X-01	121	UCEC	0.44577	17	4	21	-0.3638	-0.3638	0.472885	0.3	3.47143260936807	0.52	NA	NA	NA	NA	NA	NA	NA
33	86	0	14902	TCGA-EO-A3AY-01A-12D-A19Y-09	74	37	0.3333333	0.6666667	UCEC	TCGA-EO-A3AY-01	TCGA-EO-A3AY-01A-12D-A19X-01	346	UCEC	0.02780801	0	0	0	-0.0202	-0.0202	0.6666667	0.74	2.00053199257876	0.72	NA	NA	NA	NA	NA	NA	NA
45	55	5	13280	TCGA-EO-A3AV-01A-12D-A19Y-09	38	55	0.2413793	0.4827586	UCEC	TCGA-EO-A3AV-01	TCGA-EO-A3AV-01A-12D-A19X-01	119	UCEC	0.02520897	0	3	3	-0.0183	-0.0183	0.4827586	0.4	2.07293296171597	0.55	NA	NA	NA	NA	NA	NA	NA
1089	168	2	1440	TCGA-EO-A3AU-01A-21D-A19Y-09	31	32	0.375	0.75	UCEC	TCGA-EO-A3AU-01	TCGA-EO-A3AU-01A-21D-A19X-01	86	UCEC	0.01835299	0	0	0	-0.0133	-0.0133	0.75	0.26	2.00055031800162	0.72	NA	NA	NA	NA	NA	NA	NA
34	10	3	413	TCGA-EO-A3AS-01A-11D-A19Y-09	34	48	0.388322	0.776644	UCEC	TCGA-EO-A3AS-01	TCGA-EO-A3AS-01A-11D-A19X-01	503	UCEC	0.7610654	8	6	14	-0.6909	-0.6909	0.7688547	0.74	2.0184581433459	0.76	NA	NA	NA	NA	NA	NA	NA
5	14	0	114	TCGA-EO-A2CH-01A-11D-A17W-09	31	33	0.4067797	0.8135593	UCEC	TCGA-EO-A2CH-01	TCGA-EO-A2CH-01A-11D-A17U-01	656	UCEC	0.9002314	11	4	15	-0.8628	-0.8628	0.8568954	0.73	4.05800829308682	0.86	0.87	NA	NA	NA	NA	NA	NA
6	3	0	66	TCGA-EO-A2CG-01A-12D-A17W-09	47	60	0.2747253	0.5494505	UCEC	TCGA-EO-A2CG-01	TCGA-EO-A2CG-01A-12D-A17U-01	628	UCEC	0.8243978	14	14	28	-0.7666	-0.7666	0.6869242	0.43	3.43584019564888	0.59	0.47	NA	NA	NA	NA	NA	NA
13	17	0	130	TCGA-EO-A22Y-01A-11D-A17W-09	34.5	43	0.3441558	0.6883117	UCEC	TCGA-EO-A22Y-01	TCGA-EO-A22Y-01A-11D-A17U-01	47	UCEC	0.04766585	0	18	18	-0.0348	-0.0348	0.6883117	0.67	2.60916482162977	0.71	NA	NA	NA	NA	NA	NA	NA
70	161	24	35004	TCGA-EO-A22X-01A-11D-A17W-09	35	38	0.3846154	0.7692308	UCEC	TCGA-EO-A22X-01	TCGA-EO-A22X-01A-11D-A17U-01	277	UCEC	0.7372229	1	1	2	-0.6634	-0.6634	0.7532268	0.7	2.01565102175339	0.69	NA	NA	NA	NA	NA	NA	NA
89	1059	34	43447	TCGA-EO-A22U-01A-11D-A17W-09	48	27	0.3884298	0.7768595	UCEC	TCGA-EO-A22U-01	TCGA-EO-A22U-01A-11D-A17U-01	97	UCEC	0.01849034	0	0	0	-0.0134	-0.0134	0.7768595	0.32	2.00150323999029	0.74	NA	NA	NA	NA	NA	NA	NA
1097	133	1	1676	TCGA-EO-A22T-01A-21D-A18P-09	37	42	0.2352941	0.4705882	UCEC	TCGA-EO-A22T-01	TCGA-EO-A22T-01A-21D-A18N-01	262	UCEC	0.03054016	0	2	2	-0.0222	-0.0222	0.4705882	0.39	4.10548446587223	0.56	NA	NA	NA	NA	NA	NA	NA
1565	194	2	1492	TCGA-EO-A22S-01A-11D-A18P-09	37	32	0.4305556	0.8611111	UCEC	TCGA-EO-A22S-01	TCGA-EO-A22S-01A-11D-A18N-01	443	UCEC	0.02726113	0	0	0	-0.0198	-0.0198	0.8611111	0.35	1.99445794787472	0.81	NA	NA	NA	NA	NA	NA	NA
315	290	41	43897	TCGA-EO-A22R-01A-11D-A18P-09	42	41	0.3684211	0.7368421	UCEC	TCGA-EO-A22R-01	TCGA-EO-A22R-01A-11D-A18N-01	138	UCEC	0.02164682	0	0	0	-0.0157	-0.0157	0.7368421	1	1.99981341387634	0.68	NA	NA	NA	NA	NA	NA	NA
2	5	0	121	TCGA-EO-A1Y8-01A-11D-A159-09	52	47	0.4285714	0.8571429	UCEC	TCGA-EO-A1Y8-01	TCGA-EO-A1Y8-01A-11D-A160-01	816	UCEC	0.7467276	11	6	17	-0.6743	-0.6743	0.8019352	0.76	4.24788022059367	0.86	0.82	NA	NA	NA	NA	NA	NA
11	5	0	145	TCGA-EO-A1Y7-01A-11D-A159-09	43	44	0.4347826	0.8695652	UCEC	TCGA-EO-A1Y7-01	TCGA-EO-A1Y7-01A-11D-A160-01	793	UCEC	0.9100968	10	3	13	-0.8758	-0.8758	0.889831	0.79	4.02910743529043	0.86	NA	NA	NA	NA	NA	NA	NA
9	4	0	112	TCGA-EO-A1Y5-01A-11D-A159-09	48	47	0.2857143	0.5714286	UCEC	TCGA-EO-A1Y5-01	TCGA-EO-A1Y5-01A-11D-A160-01	952	UCEC	0.5607672	5	13	18	-0.4747	-0.4747	0.5660979	0.76	3.68892205975532	0.82	0.81	NA	NA	NA	NA	NA	NA
0	0	0	5	TCGA-EM-A4G1-01A-11D-A257-08	17	27	0.4117647	0.8235294	THCA	TCGA-EM-A4G1-01	TCGA-EM-A4G1-01A-11D-A256-01	35	THCA	0.01532882	0	0	0	-0.0111	-0.0111	0.8235294	0.69	2.00092237961724	0.86	NA	NA	NA	NA	NA	NA	NA
1	0	1	31	TCGA-EM-A4FV-01A-11D-A257-08	40	33	0.2727273	0.5454545	THCA	TCGA-EM-A4FV-01	TCGA-EM-A4FV-01A-11D-A256-01	45	THCA	0.005399247	0	0	0	-0.0039	-0.0039	0.5454545	0.31	2.00060307300682	0.71	NA	NA	NA	NA	NA	NA	NA
0	2	0	10	TCGA-EM-A4FU-01A-11D-A257-08	60.5	68	0.3403226	0.6806452	THCA	TCGA-EM-A4FU-01	TCGA-EM-A4FU-01A-11D-A256-01	52	THCA	0.7024411	1	0	1	-0.6242	-0.6242	0.6915431	0.66	1.94160909429652	0.7	NA	NA	NA	NA	NA	NA	NA
1	0	0	5	TCGA-EM-A4FR-01A-11D-A257-08	31.5	31	0.4091309	0.8182618	THCA	TCGA-EM-A4FR-01	TCGA-EM-A4FR-01A-11D-A256-01	86	THCA	0.7835306	1	0	1	-0.7173	-0.7173	0.8008962	0.7	1.94103767429282	0.76	NA	NA	NA	NA	NA	NA	NA
1	0	0	18	TCGA-EM-A4FQ-01A-11D-A257-08	39	46	0.3611111	0.7222222	THCA	TCGA-EM-A4FQ-01	TCGA-EM-A4FQ-01A-11D-A256-01	45	THCA	0.006504982	0	0	0	-0.0047	-0.0047	0.7222222	0.31	2.00067304280319	0.76	NA	NA	NA	NA	NA	NA	NA
0	1	0	17	TCGA-EM-A4FO-01A-11D-A257-08	51	39	0.1858553	0.3717105	THCA	TCGA-EM-A4FO-01	TCGA-EM-A4FO-01A-11D-A256-01	65	THCA	0.3487026	1	0	1	-0.2764	-0.2764	0.3602065	0.27	1.94157466471418	0.51	NA	NA	NA	NA	NA	NA	NA
7	18	1	18	TCGA-EM-A4FN-01A-11D-A257-08	29	48.5	0.3092675	0.618535	THCA	TCGA-EM-A4FN-01	TCGA-EM-A4FN-01A-11D-A256-01	35	THCA	0.01326425	0	0	0	-0.0096	-0.0096	0.618535	0.33	2.00048090352109	0.79	NA	NA	NA	NA	NA	NA	NA
1	0	0	32	TCGA-EM-A4FM-01A-11D-A257-08	53	42	0.3789474	0.7578947	THCA	TCGA-EM-A4FM-01	TCGA-EM-A4FM-01A-11D-A256-01	37	THCA	0.004431226	0	0	0	-0.0032	-0.0032	0.7578947	1	2.00014549275118	0.73	NA	NA	NA	NA	NA	NA	NA
1	0	0	13	TCGA-EM-A4FK-01A-11D-A257-08	35	24	0.327957	0.655914	THCA	TCGA-EM-A4FK-01	TCGA-EM-A4FK-01A-11D-A256-01	51	THCA	0.007886288	0	0	0	-0.0057	-0.0057	0.655914	0.37	2.00206299836126	0.75	NA	NA	NA	NA	NA	NA	NA
2	1	1	12	TCGA-EM-A4FH-01A-11D-A257-08	37.5	44.5	0.3161765	0.6323529	THCA	TCGA-EM-A4FH-01	TCGA-EM-A4FH-01A-11D-A256-01	35	THCA	0.004292899	0	0	0	-0.0031	-0.0031	0.6323529	0.33	1.95273540255123	0.82	NA	NA	NA	NA	NA	NA	NA
2	1	0	8	TCGA-EM-A4FF-01A-11D-A257-08	90	103	0.2063492	0.4126984	THCA	TCGA-EM-A4FF-01	TCGA-EM-A4FF-01A-11D-A256-01	65	THCA	0.06007618	0	0	0	-0.044	-0.044	0.4126984	0.36	1.99862559328556	0.74	NA	NA	NA	NA	NA	NA	NA
0	3	0	13	TCGA-EM-A3SZ-01A-11D-A22Z-08	54	57	0.2311079	0.4622157	THCA	TCGA-EM-A3SZ-01	TCGA-EM-A3SZ-01A-11D-A22Y-01	50	THCA	0.1388427	1	0	1	-0.1038	-0.1038	0.4622157	0.46	2.00061751121877	0.69	NA	NA	NA	NA	NA	NA	NA
4	3	0	10	TCGA-EM-A3SY-01A-11D-A22Z-08	54	47	0.3139535	0.627907	THCA	TCGA-EM-A3SY-01	TCGA-EM-A3SY-01A-11D-A22Y-01	190	THCA	0.4986087	9	17	26	-0.4137	-0.4137	0.5632579	0.59	3.03035356404485	0.72	NA	NA	NA	NA	NA	NA	NA
1	1	0	35	TCGA-EM-A3SX-01A-11D-A22Z-08	39	39	0.3763441	0.7526882	THCA	TCGA-EM-A3SX-01	TCGA-EM-A3SX-01A-11D-A22Y-01	49	THCA	0.5736777	1	0	1	-0.4877	-0.4877	0.6631829	0.58	1.98740599196902	0.75	NA	NA	NA	NA	NA	NA	NA
2	1	0	2	TCGA-EM-A3SU-06A-11D-A22Z-08	22	23	0.1578947	0.3157895	THCA	TCGA-EM-A3SU-06	TCGA-EM-A3SU-06A-11D-A22Y-01	31	THCA	0.01505367	0	0	0	-0.0109	-0.0109	0.3157895	0.38	2.00006219537455	0.41	NA	NA	NA	NA	NA	NA	NA
0	0	0	9	TCGA-EM-A3SU-01A-11D-A22Z-08	50	42	0.3529412	0.7058824	THCA	TCGA-EM-A3SU-01	TCGA-EM-A3SU-01A-11D-A22Y-01	38	THCA	0.09709967	0	0	0	-0.0718	-0.0718	0.7058824	0.38	1.99917979849809	0.69	NA	NA	NA	NA	NA	NA	NA
2	2	2	24	TCGA-EM-A3ST-01A-11D-A22Z-08	42	49.5	0.4109195	0.8218391	THCA	TCGA-EM-A3ST-01	TCGA-EM-A3ST-01A-11D-A22Y-01	51	THCA	0.01078392	0	0	0	-0.0078	-0.0078	0.8218391	0.56	2.00000832973766	0.86	NA	NA	NA	NA	NA	NA	NA
0	0	0	7	TCGA-EM-A3OB-01A-11D-A21Z-08	94	115	0.4458333	0.8916667	THCA	TCGA-EM-A3OB-01	TCGA-EM-A3OB-01A-11D-A21Y-01	30	THCA	0.02493518	0	2	2	-0.0181	-0.0181	0.8916667	0.8	2.01926279600417	0.85	NA	NA	NA	NA	NA	NA	NA
0	0	0	16	TCGA-EM-A3OA-01A-11D-A21Z-08	87	81.5	0.3858632	0.7717265	THCA	TCGA-EM-A3OA-01	TCGA-EM-A3OA-01A-11D-A21Y-01	45	THCA	0.004292899	0	0	0	-0.0031	-0.0031	0.7717265	0.31	2.00149713151601	0.76	NA	NA	NA	NA	NA	NA	NA
1	3	0	16	TCGA-EM-A3O9-01A-11D-A21Z-08	76	58	0.2041427	0.4082854	THCA	TCGA-EM-A3O9-01	TCGA-EM-A3O9-01A-11D-A21Y-01	51	THCA	0.3336401	12	8	20	-0.2633	-0.2633	0.3709628	1	1.9550471824107	0.5	NA	NA	NA	NA	NA	NA	NA
1	0	0	13	TCGA-EM-A3O8-01A-11D-A21Z-08	32.5	39	0.3823391	0.7646782	THCA	TCGA-EM-A3O8-01	TCGA-EM-A3O8-01A-11D-A21Y-01	43	THCA	0.005399247	0	0	0	-0.0039	-0.0039	0.7646782	0.33	2.00041648688316	0.79	NA	NA	NA	NA	NA	NA	NA
3	0	0	6	TCGA-EM-A3O7-01A-11D-A21Z-08	119	163	0.3898305	0.779661	THCA	TCGA-EM-A3O7-01	TCGA-EM-A3O7-01A-11D-A21Y-01	69	THCA	0.05886561	0	0	0	-0.0431	-0.0431	0.779661	0.32	2.00038205730082	0.84	NA	NA	NA	NA	NA	NA	NA
2	0	0	19	TCGA-EM-A3O6-01A-11D-A21Z-08	68	68	0.28125	0.5625	THCA	TCGA-EM-A3O6-01	TCGA-EM-A3O6-01A-11D-A21Y-01	45	THCA	0.002632226	0	0	0	-0.0019	-0.0019	0.5625	0.66	1.99074621677198	0.63	NA	NA	NA	NA	NA	NA	NA
26	82	1	60	TCGA-EM-A3O3-01A-11D-A21Z-08	20	34	0.2380952	0.4761905	THCA	TCGA-EM-A3O3-01	TCGA-EM-A3O3-01A-11D-A21Y-01	83	THCA	0.6450872	2	2	4	-0.5618	-0.5618	0.5606388	0.63	2.00985685623484	0.65	NA	NA	NA	NA	NA	NA	NA
2	0	0	16	TCGA-EM-A3FR-01A-11D-A21Z-08	87	86	0.3125169	0.6250337	THCA	TCGA-EM-A3FR-01	TCGA-EM-A3FR-01A-11D-A21Y-01	47	THCA	0.005952191	0	0	0	-0.0043	-0.0043	0.6250337	0.93	1.99967402959945	0.82	NA	NA	NA	NA	NA	NA	NA
1	1	0	8	TCGA-EM-A3FQ-06A-11D-A21A-08	46	68	0.3559908	0.7119816	THCA	TCGA-EM-A3FQ-06	TCGA-EM-A3FQ-06A-11D-A219-01	55	THCA	0.004846149	0	0	0	-0.0035	-0.0035	0.7119816	1	2.00029931524003	0.8	NA	NA	NA	NA	NA	NA	NA
0	1	0	4	TCGA-EM-A3FQ-01A-11D-A21A-08	61	79	0.2592593	0.5185185	THCA	TCGA-EM-A3FQ-01	TCGA-EM-A3FQ-01A-11D-A219-01	53	THCA	0.004846149	0	0	0	-0.0035	-0.0035	0.5185185	1	2.00001499352779	0.65	NA	NA	NA	NA	NA	NA	NA
1	0	0	19	TCGA-EM-A3FP-01A-11D-A21A-08	61	77.5	0.3017099	0.6034197	THCA	TCGA-EM-A3FP-01	TCGA-EM-A3FP-01A-11D-A219-01	71	THCA	0.004846149	0	0	0	-0.0035	-0.0035	0.6034197	0.63	1.99571074041927	0.61	NA	NA	NA	NA	NA	NA	NA
0	0	0	6	TCGA-EM-A3FO-01A-11D-A21A-08	69	53	0.3717541	0.7435082	THCA	TCGA-EM-A3FO-01	TCGA-EM-A3FO-01A-11D-A219-01	69	THCA	0.2832262	1	0	1	-0.2203	-0.2203	0.5133672	0.25	1.94082498832448	0.9	NA	NA	NA	NA	NA	NA	NA
2	1	0	16	TCGA-EM-A3FN-01A-11D-A21A-08	69	58	0.3666667	0.7333333	THCA	TCGA-EM-A3FN-01	TCGA-EM-A3FN-01A-11D-A219-01	573	THCA	0.03163196	0	0	0	-0.023	-0.023	0.7333333	1	2.00018658612366	0.74	NA	NA	NA	NA	NA	NA	NA
2	2	0	16	TCGA-EM-A3FM-01A-11D-A21A-08	54.5	55.5	0.3309271	0.6618541	THCA	TCGA-EM-A3FM-01	TCGA-EM-A3FM-01A-11D-A219-01	55	THCA	0.003601119	0	0	0	-0.0026	-0.0026	0.6618541	0.4	1.95521433247981	0.78	NA	NA	NA	NA	NA	NA	NA
2	1	0	9	TCGA-EM-A3FL-01A-11D-A21A-08	72.5	72	0.2645811	0.5291622	THCA	TCGA-EM-A3FL-01	TCGA-EM-A3FL-01A-11D-A219-01	35	THCA	0.00678132	0	0	0	-0.0049	-0.0049	0.5291622	0.38	2.00240896013221	0.77	NA	NA	NA	NA	NA	NA	NA
0	0	0	7	TCGA-EM-A3FK-01A-11D-A21A-08	65	122	0.3095238	0.6190476	THCA	TCGA-EM-A3FK-01	TCGA-EM-A3FK-01A-11D-A219-01	44	THCA	0.01395268	0	0	0	-0.0101	-0.0101	0.6190476	1	1.95450741541012	0.85	NA	NA	NA	NA	NA	NA	NA
1	11	0	2	TCGA-EM-A3FJ-01A-11D-A21A-08	14.5	38.5	0.1483516	0.2967033	THCA	TCGA-EM-A3FJ-01	TCGA-EM-A3FJ-01A-11D-A219-01	41	THCA	0.03694581	0	0	0	-0.0269	-0.0269	0.2967033	0.5	2.0008213121336	0.79	NA	NA	NA	NA	NA	NA	NA
2	1	0	5	TCGA-EM-A3AR-01A-12D-A20C-08	65.5	91	0.1718151	0.3436303	THCA	TCGA-EM-A3AR-01	TCGA-EM-A3AR-01A-12D-A20A-01	55	THCA	0.004569543	0	0	0	-0.0033	-0.0033	0.3436303	0.42	1.95498109982524	0.74	NA	NA	NA	NA	NA	NA	NA
1	1	0	10	TCGA-EM-A3AQ-01A-11D-A20C-08	88	123	0.4154255	0.8308511	THCA	TCGA-EM-A3AQ-01	TCGA-EM-A3AQ-01A-11D-A20A-01	93	THCA	0.005399247	0	0	0	-0.0039	-0.0039	0.8308511	1	1.95440468197895	0.8	NA	NA	NA	NA	NA	NA	NA
2	0	0	10	TCGA-EM-A3AP-01A-12D-A20C-08	92.5	35	0.2971675	0.594335	THCA	TCGA-EM-A3AP-01	TCGA-EM-A3AP-01A-12D-A20A-01	86	THCA	0.6738904	1	0	1	-0.5928	-0.5928	0.6341127	0.71	1.99418084526846	0.68	NA	NA	NA	NA	NA	NA	NA
2	0	0	12	TCGA-EM-A3AO-01A-11D-A202-08	112	106.5	0.3168498	0.6336996	THCA	TCGA-EM-A3AO-01	TCGA-EM-A3AO-01A-11D-A201-01	51	THCA	0.006366798	0	0	0	-0.0046	-0.0046	0.6336996	0.28	1.95272984939279	0.69	NA	NA	NA	NA	NA	NA	NA
2	2	0	8	TCGA-EM-A3AN-01A-11D-A202-08	50	43	0.2757675	0.5515351	THCA	TCGA-EM-A3AN-01	TCGA-EM-A3AN-01A-11D-A201-01	53	THCA	0.01367733	0	0	0	-0.0099	-0.0099	0.5515351	0.36	1.99873665645441	0.76	NA	NA	NA	NA	NA	NA	NA
0	2	0	17	TCGA-EM-A3AL-01A-11D-A202-08	100	77	0.2822581	0.5645161	THCA	TCGA-EM-A3AL-01	TCGA-EM-A3AL-01A-11D-A201-01	49	THCA	0.02000059	0	0	0	-0.0145	-0.0145	0.5645161	0.43	2.00074689981047	0.72	NA	NA	NA	NA	NA	NA	NA
2	1	0	7	TCGA-EM-A3AK-01A-11D-A202-08	90	94.5	0.1742424	0.3484848	THCA	TCGA-EM-A3AK-01	TCGA-EM-A3AK-01A-11D-A201-01	33	THCA	0.0287647	0	0	0	-0.0209	-0.0209	0.3484848	0.27	2.0008690692962	0.71	NA	NA	NA	NA	NA	NA	NA
1	1	0	6	TCGA-EM-A3AJ-01A-11D-A202-08	56	83.5	0.1741453	0.3482906	THCA	TCGA-EM-A3AJ-01	TCGA-EM-A3AJ-01A-11D-A201-01	72	THCA	0.147466	1	0	1	-0.1105	-0.1105	0.3482906	0.32	1.94448951758047	0.54	NA	NA	NA	NA	NA	NA	NA
2	0	0	13	TCGA-EM-A3AI-01A-11D-A202-08	66	85	0.4	0.8	THCA	TCGA-EM-A3AI-01	TCGA-EM-A3AI-01A-11D-A201-01	68	THCA	0.0669218	0	13	13	-0.0491	-0.0491	0.8	0.42	4.97028615980769	0.74	NA	NA	NA	NA	NA	NA	NA
1	0	0	18	TCGA-EM-A2P3-01A-11D-A202-08	67	99	0.3333333	0.6666667	THCA	TCGA-EM-A2P3-01	TCGA-EM-A2P3-01A-11D-A201-01	42	THCA	0.004707851	0	0	0	-0.0034	-0.0034	0.6666667	0.32	2.00023212202288	0.79	NA	NA	NA	NA	NA	NA	NA
3	2	1	28	TCGA-EM-A2P2-01A-11D-A202-08	63.5	92.5	0.4049636	0.8099271	THCA	TCGA-EM-A2P2-01	TCGA-EM-A2P2-01A-11D-A201-01	54	THCA	0.02739787	0	1	1	-0.0199	-0.0199	0.8099271	0.78	1.96015109033489	0.78	NA	NA	NA	NA	NA	NA	NA
0	0	0	7	TCGA-EM-A2P1-06A-11D-A202-08	73	67	0.2490566	0.4981132	THCA	TCGA-EM-A2P1-06	TCGA-EM-A2P1-06A-11D-A201-01	59	THCA	0.009128646	0	0	0	-0.0066	-0.0066	0.4981132	0.44	1.99594897091644	0.52	NA	NA	NA	NA	NA	NA	NA
0	0	0	6	TCGA-EM-A2P1-01A-11D-A202-08	71.5	61.5	0.1854084	0.3708169	THCA	TCGA-EM-A2P1-01	TCGA-EM-A2P1-01A-11D-A201-01	54	THCA	0.03490372	0	0	0	-0.0254	-0.0254	0.3708169	0.5	1.99946467552618	0.48	NA	NA	NA	NA	NA	NA	NA
0	1	0	6	TCGA-EM-A2P0-01A-11D-A202-08	66	56	0.3333333	0.6666667	THCA	TCGA-EM-A2P0-01	TCGA-EM-A2P0-01A-11D-A201-01	51	THCA	0.003324341	0	0	0	-0.0024	-0.0024	0.6666667	0.64	1.95399930141267	0.76	NA	NA	NA	NA	NA	NA	NA
7	0	0	21	TCGA-EM-A2OZ-01A-11D-A202-08	43	61.5	0.2934596	0.5869191	THCA	TCGA-EM-A2OZ-01	TCGA-EM-A2OZ-01A-11D-A201-01	41	THCA	0.05900016	0	0	0	-0.0432	-0.0432	0.5869191	0.74	1.95424530633165	0.73	NA	NA	NA	NA	NA	NA	NA
3	0	0	18	TCGA-EM-A2OY-01A-11D-A202-08	98	103	0.2401434	0.4802867	THCA	TCGA-EM-A2OY-01	TCGA-EM-A2OY-01A-11D-A201-01	73	THCA	0.5662435	7	14	21	-0.4802	-0.4802	0.5232651	0.72	3.21223949439603	0.84	NA	NA	NA	NA	NA	NA	NA
